date,country,avg_temperature,humidity,co2_emission,energy_consumption,renewable_share,urban_population,industrial_activity_index,energy_price
2020-11-15,Netherlands,12.48,86.1,478.79,7154.3,13.34,70.89,57.94,93.76
2020-11-16,Netherlands,14.96,44.37,322.21,2229.8,5.84,80.51,98.24,192.11
2020-11-17,Netherlands,14.29,56.99,464.26,8792.92,11.56,85.22,85.32,178.35
2020-11-18,Netherlands,11.64,60.87,246.76,4205.41,14.89,80.65,58.95,51.37
2020-11-19,Netherlands,13.36,41.15,528.66,3930.99,14.23,73.91,84.18,80.98
2020-11-20,Netherlands,14.14,78.07,374.15,10614.05,14.76,66.66,93.79,57.5
2020-11-21,Netherlands,14.32,42.85,413.71,10987.83,9.66,88.48,90.47,66.7
2020-11-22,Netherlands,12.54,77.41,595.61,6089.12,10.15,85.86,79.08,141.28
2020-11-23,Netherlands,14.16,36.36,607.83,10939.42,7.86,77.54,48.45,81.65
2020-11-24,Netherlands,13.63,77.71,417.79,6405.37,14.18,60.58,45.49,122.94
2020-11-25,Netherlands,12.53,58.16,80.93,5664.78,11.47,67.05,94.89,81.64
2020-11-26,Netherlands,12.59,82.93,652.96,6341.2,9.39,66.27,65.71,108.66
2020-11-27,Netherlands,14.75,36.16,234.21,5283.47,10.02,67.75,43.18,51.64
2020-11-28,Netherlands,13.17,30.09,258.94,10415.03,9.73,78.46,89.98,198.67
2020-11-29,Netherlands,12.73,64.91,723.39,2089.05,7.88,67.95,91.68,58.42
2020-11-30,Netherlands,14.41,56.41,278.75,1956.55,9.6,74.54,74.33,68.49
2020-12-01,Netherlands,19.07,36.59,481.86,1018.55,10.63,65.71,47.29,70.9
2020-12-02,Netherlands,19.07,43.46,352.45,7616.44,6.45,87.5,96.22,196.15
2020-12-03,Netherlands,19.07,49.51,200.0,2064.14,6.25,77.37,54.9,61.82
2020-12-04,Netherlands,19.07,86.14,311.34,2251.33,6.48,79.36,81.8,167.26
2020-12-05,Netherlands,19.07,48.47,376.21,5358.37,5.89,72.74,93.56,122.98
2020-12-06,Netherlands,19.07,57.04,292.7,5429.14,12.4,90.0,52.96,173.24
2020-12-07,Netherlands,19.07,77.32,199.08,6160.48,8.65,79.06,88.77,77.43
2020-12-08,Netherlands,19.07,41.19,278.17,7281.74,10.96,67.86,92.32,164.75
2020-12-09,Netherlands,19.07,72.55,372.16,1949.81,13.99,80.57,72.88,58.82
2020-12-10,Netherlands,19.07,39.48,304.38,5758.33,13.94,86.1,73.66,93.1
2020-12-11,Netherlands,19.07,66.61,474.94,4827.69,8.02,79.35,97.77,166.96
2020-12-12,Netherlands,19.07,47.63,393.85,5790.58,10.95,87.49,85.5,181.97
2020-12-13,Netherlands,19.07,31.38,96.44,3611.77,14.26,83.74,99.95,34.98
2020-12-14,Netherlands,19.07,74.83,370.7,3711.83,8.99,87.66,83.66,105.56
2020-12-15,Netherlands,19.07,51.14,335.6,7683.48,14.27,78.39,49.07,124.98
2020-12-16,Netherlands,19.07,89.11,56.95,4236.4,10.45,77.4,99.74,176.42
2020-12-17,Netherlands,19.07,61.31,220.26,4422.39,12.74,63.66,87.03,89.4
2020-12-18,Netherlands,19.07,57.1,439.88,5191.94,6.62,89.22,76.65,58.15
2020-12-19,Netherlands,19.07,65.57,368.48,1308.41,9.05,61.91,40.61,157.36
2020-12-20,Netherlands,19.07,41.43,319.67,4952.75,12.51,67.3,94.23,163.11
2020-12-21,Netherlands,19.07,39.83,370.21,4035.76,10.72,65.8,85.57,193.4
2020-12-22,Netherlands,19.07,60.43,95.41,5685.68,10.46,76.68,72.47,103.2
2020-12-23,Netherlands,19.07,64.41,240.43,3063.46,9.84,75.24,95.89,126.29
2020-12-24,Netherlands,19.07,39.31,424.02,4037.5,9.61,68.24,42.87,89.45
2020-12-25,Netherlands,19.07,71.74,394.89,3933.73,8.5,77.16,91.19,185.04
2020-12-26,Netherlands,19.07,47.04,91.78,3899.59,10.31,89.98,43.22,191.69
2020-12-27,Netherlands,19.07,36.29,175.9,2702.15,5.58,81.13,95.13,170.19
2020-12-28,Netherlands,19.07,65.66,230.37,4571.98,10.89,64.75,43.51,81.38
2020-12-29,Netherlands,19.07,44.87,69.92,2712.72,8.29,71.58,55.5,144.7
2020-12-30,Netherlands,19.07,60.38,164.12,7857.9,14.15,66.74,80.47,198.22
2020-12-31,Netherlands,19.07,68.72,69.32,5710.76,9.63,73.35,69.47,186.18
2021-01-01,Netherlands,23.74,32.81,122.97,9202.12,9.91,79.24,92.58,36.93
2021-01-02,Netherlands,25.47,56.49,541.01,2754.43,14.74,76.45,41.66,68.37
2021-01-03,Netherlands,25.91,37.15,397.6,3219.15,7.41,78.37,44.64,84.61
2021-01-04,Netherlands,26.51,57.29,694.44,11502.39,15.17,82.25,72.66,146.99
2021-01-05,Netherlands,24.35,79.38,523.64,11993.89,8.87,74.44,94.15,142.92
2021-01-06,Netherlands,25.46,35.24,404.42,3546.4,13.95,63.7,91.97,152.21
2021-01-07,Netherlands,23.74,65.45,215.98,8541.54,13.31,78.75,99.68,91.38
2021-01-08,Netherlands,25.12,56.59,229.83,1749.03,9.5,62.56,65.99,184.04
2021-01-09,Netherlands,24.82,82.67,482.54,3941.1,9.08,74.9,86.59,51.89
2021-01-10,Netherlands,24.39,51.61,411.58,6740.28,7.68,64.91,90.84,122.41
2021-01-11,Netherlands,25.38,82.4,702.75,3918.79,11.66,60.09,73.53,183.94
2021-01-12,Netherlands,24.27,43.93,146.2,5257.46,15.75,65.65,73.28,67.51
2021-01-13,Netherlands,25.97,66.75,316.95,3896.96,8.87,62.81,69.36,102.32
2021-01-14,Netherlands,25.64,31.88,663.77,3789.15,16.89,62.67,46.46,148.49
2021-01-15,Netherlands,26.47,62.54,200.77,5123.87,14.85,72.14,61.78,190.86
2021-01-16,Netherlands,23.49,72.48,325.72,6959.07,12.04,77.2,76.09,70.35
2021-01-17,Netherlands,24.97,68.49,108.1,9545.35,12.56,63.14,78.43,106.81
2021-01-18,Netherlands,25.59,55.69,579.22,5946.97,14.23,83.49,63.44,47.57
2021-01-19,Netherlands,26.19,69.09,517.76,3034.88,16.73,61.11,50.15,111.53
2021-01-20,Netherlands,23.51,48.92,484.97,4657.9,13.75,86.21,77.34,94.42
2021-01-21,Netherlands,24.86,56.4,489.1,2777.62,13.57,70.25,76.9,127.69
2021-01-22,Netherlands,25.96,51.73,77.14,10593.54,11.02,80.7,49.75,156.11
2021-01-23,Netherlands,24.2,76.59,177.84,3916.55,16.45,68.69,96.6,119.95
2021-01-24,Netherlands,25.24,55.67,698.59,11697.54,9.75,85.21,86.73,131.79
2021-01-25,Netherlands,23.94,71.74,556.87,4549.94,9.69,75.17,56.04,43.96
2021-01-26,Netherlands,25.08,48.79,390.72,5410.7,14.08,78.6,57.57,128.0
2021-01-27,Netherlands,25.02,58.56,346.89,5781.9,12.3,78.75,71.34,195.83
2021-01-28,Netherlands,24.36,32.59,251.05,5653.61,14.82,85.45,92.64,135.13
2021-01-29,Netherlands,24.32,81.79,695.25,8097.26,11.66,87.17,86.72,116.78
2021-01-30,Netherlands,23.28,74.13,569.97,2245.64,8.63,82.34,54.33,143.03
2021-01-31,Netherlands,26.45,35.25,490.68,5151.23,17.08,83.69,40.47,109.52
2021-02-01,Netherlands,27.78,46.05,421.57,4255.62,13.96,83.31,55.16,197.14
2021-02-02,Netherlands,26.39,49.39,610.78,7619.28,9.59,88.5,96.73,101.61
2021-02-03,Netherlands,30.07,38.92,671.28,6429.75,13.06,69.27,71.85,158.27
2021-02-04,Netherlands,27.73,64.55,807.59,3369.95,12.62,75.7,80.39,128.35
2021-02-05,Netherlands,28.83,59.41,423.92,10820.4,17.08,61.31,88.76,160.09
2021-02-06,Netherlands,29.69,62.74,359.54,13895.98,12.67,64.14,86.49,134.98
2021-02-07,Netherlands,28.72,44.04,243.16,8461.99,8.42,61.19,96.11,184.52
2021-02-08,Netherlands,27.02,33.76,621.37,11904.48,13.1,66.78,76.48,50.88
2021-02-09,Netherlands,26.66,56.95,238.68,13017.77,9.65,83.24,53.28,45.53
2021-02-10,Netherlands,28.05,77.54,355.8,7477.0,11.52,89.71,96.24,41.57
2021-02-11,Netherlands,26.87,59.06,776.77,2647.45,10.37,64.2,40.13,140.67
2021-02-12,Netherlands,26.98,87.63,262.96,10563.36,14.89,78.88,97.07,187.74
2021-02-13,Netherlands,28.32,85.07,102.69,10464.12,10.96,61.91,89.74,30.64
2021-02-14,Netherlands,29.98,88.34,595.91,9138.57,13.38,77.33,64.18,148.77
2021-02-15,Netherlands,28.62,62.96,630.88,2313.17,17.34,88.39,79.82,50.55
2021-02-16,Netherlands,31.86,84.99,468.45,3456.16,15.18,71.98,70.42,197.2
2021-02-17,Netherlands,28.31,70.75,900.38,4942.93,9.96,76.24,86.29,154.35
2021-02-18,Netherlands,28.99,32.33,476.05,13827.51,8.11,70.55,54.8,156.21
2021-02-19,Netherlands,28.54,77.39,735.33,4371.55,8.4,78.79,52.9,112.79
2021-02-20,Netherlands,30.9,46.05,783.54,5189.45,17.65,87.21,40.51,102.98
2021-02-21,Netherlands,30.65,51.86,436.81,4915.31,9.58,88.26,70.86,170.11
2021-02-22,Netherlands,30.3,85.21,462.78,14641.59,15.63,73.12,94.93,82.02
2021-02-23,Netherlands,29.6,32.58,858.39,12662.72,11.96,86.49,84.21,54.78
2021-02-24,Netherlands,28.61,52.17,816.37,12187.98,12.03,89.63,88.7,190.35
2021-02-25,Netherlands,26.28,60.18,128.83,4721.64,8.18,81.08,54.09,34.44
2021-02-26,Netherlands,26.28,55.99,484.09,14294.3,12.19,66.73,49.92,153.86
2021-02-27,Netherlands,29.87,33.29,698.32,3122.22,15.36,88.65,85.88,100.43
2021-02-28,Netherlands,27.99,49.14,626.43,4154.54,12.29,65.17,56.48,110.87
2021-03-01,Netherlands,27.24,35.0,173.27,13671.52,9.63,76.85,43.76,112.04
2021-03-02,Netherlands,33.04,45.77,661.1,2539.15,15.29,89.28,54.75,45.89
2021-03-03,Netherlands,31.13,45.12,231.36,8653.41,17.65,88.33,47.55,153.4
2021-03-04,Netherlands,33.85,35.05,300.32,6641.85,14.82,76.37,64.0,116.13
2021-03-05,Netherlands,31.85,60.34,311.1,7049.77,15.93,67.63,73.93,66.01
2021-03-06,Netherlands,28.44,82.24,202.0,3851.83,18.11,81.11,45.66,128.7
2021-03-07,Netherlands,28.59,50.19,861.03,7359.82,15.76,66.63,40.89,34.83
2021-03-08,Netherlands,32.59,59.23,585.76,12145.53,10.65,83.7,81.88,179.61
2021-03-09,Netherlands,30.42,36.87,667.48,14249.2,12.97,66.57,48.59,105.62
2021-03-10,Netherlands,27.22,67.89,174.58,9101.42,10.56,78.39,47.41,54.15
2021-03-11,Netherlands,30.03,57.31,845.78,10816.59,15.64,87.08,41.68,85.83
2021-03-12,Netherlands,29.07,41.23,203.61,15611.47,11.05,68.7,93.29,73.73
2021-03-13,Netherlands,30.9,82.56,252.11,8322.17,16.99,63.42,85.56,183.94
2021-03-14,Netherlands,27.37,35.18,523.2,6172.99,11.41,84.34,88.09,43.17
2021-03-15,Netherlands,32.0,69.52,797.29,11532.52,13.9,88.92,93.33,77.17
2021-03-16,Netherlands,29.11,60.47,832.3,3435.69,9.17,61.7,50.93,166.81
2021-03-17,Netherlands,29.14,62.96,888.72,11102.47,7.8,81.15,64.32,147.43
2021-03-18,Netherlands,28.99,70.61,403.54,6672.03,16.46,67.94,89.04,55.99
2021-03-19,Netherlands,33.33,67.83,169.87,7212.94,8.46,76.63,89.0,118.31
2021-03-20,Netherlands,27.38,69.37,477.53,4223.27,8.86,73.77,54.91,96.8
2021-03-21,Netherlands,27.27,46.27,143.68,4225.94,9.47,79.41,91.91,196.01
2021-03-22,Netherlands,28.95,57.25,648.64,4951.58,16.43,87.16,55.84,196.3
2021-03-23,Netherlands,33.69,39.44,741.46,9373.7,10.03,79.37,57.45,124.02
2021-03-24,Netherlands,28.33,48.01,144.08,5654.5,11.02,82.77,43.04,121.98
2021-03-25,Netherlands,33.77,46.33,922.14,15081.04,10.6,80.18,44.29,115.49
2021-03-26,Netherlands,33.34,36.29,787.46,14951.6,14.17,85.56,65.22,169.62
2021-03-27,Netherlands,32.87,61.98,870.17,10851.22,12.55,77.89,48.75,49.77
2021-03-28,Netherlands,30.93,73.95,147.5,15451.08,13.29,70.16,83.94,82.97
2021-03-29,Netherlands,31.57,71.93,457.41,6564.41,18.2,69.29,86.04,112.45
2021-03-30,Netherlands,29.81,58.52,483.0,4257.23,12.95,62.4,50.77,44.77
2021-03-31,Netherlands,29.03,66.99,546.57,15476.02,9.67,75.42,50.06,167.44
2021-04-01,Netherlands,27.17,70.71,717.22,8431.32,16.7,71.46,96.4,156.43
2021-04-02,Netherlands,26.49,77.52,281.47,11411.58,11.05,84.95,89.6,83.45
2021-04-03,Netherlands,28.71,79.73,622.2,2324.38,7.81,84.96,95.92,155.95
2021-04-04,Netherlands,30.22,80.16,332.04,5964.55,10.44,63.08,99.27,97.62
2021-04-05,Netherlands,28.13,68.63,237.06,6394.33,16.58,78.5,64.4,84.26
2021-04-06,Netherlands,30.94,30.26,265.88,4856.72,16.97,62.54,91.91,73.33
2021-04-07,Netherlands,26.13,47.93,853.69,4480.33,17.91,61.08,55.1,79.01
2021-04-08,Netherlands,26.62,88.76,518.55,7068.97,8.7,78.9,88.18,129.68
2021-04-09,Netherlands,30.05,51.37,692.9,7997.37,11.74,84.81,62.75,169.52
2021-04-10,Netherlands,27.13,48.32,909.02,9729.91,11.7,81.86,59.65,158.5
2021-04-11,Netherlands,26.6,76.96,919.32,6456.81,12.0,61.63,41.04,156.04
2021-04-12,Netherlands,27.35,65.73,113.64,8566.32,13.22,85.43,71.99,50.0
2021-04-13,Netherlands,29.04,88.0,280.27,11531.1,13.2,87.87,54.82,33.2
2021-04-14,Netherlands,30.94,59.63,142.31,5346.58,14.23,70.75,47.53,56.19
2021-04-15,Netherlands,31.59,49.77,443.53,6260.98,11.43,77.59,57.92,69.98
2021-04-16,Netherlands,26.92,78.48,756.41,10027.2,17.34,74.72,70.75,60.8
2021-04-17,Netherlands,26.36,79.39,289.34,6907.3,7.82,64.31,95.42,47.5
2021-04-18,Netherlands,26.04,78.7,386.25,7033.96,13.95,85.71,90.07,62.04
2021-04-19,Netherlands,27.38,81.25,321.75,12560.77,14.8,85.9,80.76,129.09
2021-04-20,Netherlands,31.47,69.5,511.87,12684.86,8.96,68.92,80.88,58.51
2021-04-21,Netherlands,27.74,85.7,717.66,12889.32,12.16,71.48,66.8,52.35
2021-04-22,Netherlands,29.83,88.64,853.32,13317.37,7.26,82.62,82.71,183.32
2021-04-23,Netherlands,32.03,32.78,287.02,3790.75,9.72,85.59,57.68,154.43
2021-04-24,Netherlands,27.95,85.49,104.09,6491.92,12.76,87.33,65.06,160.46
2021-04-25,Netherlands,31.11,39.26,787.39,9495.74,14.44,60.78,68.27,41.29
2021-04-26,Netherlands,30.31,82.49,533.32,3732.7,9.99,83.55,54.04,175.79
2021-04-27,Netherlands,29.38,67.32,98.83,11597.98,17.44,83.26,61.03,59.37
2021-04-28,Netherlands,26.71,56.59,267.78,3722.9,11.62,84.84,55.26,50.11
2021-04-29,Netherlands,31.56,30.22,426.91,10235.19,14.79,75.2,71.04,161.68
2021-04-30,Netherlands,31.09,84.89,230.14,14037.79,15.21,60.49,81.01,170.11
2021-05-01,Netherlands,25.46,33.18,141.19,5356.84,15.59,66.31,46.0,162.88
2021-05-02,Netherlands,23.93,37.89,569.94,3780.14,16.26,82.08,98.36,166.41
2021-05-03,Netherlands,24.09,60.19,471.33,3211.24,13.02,74.67,96.02,116.29
2021-05-04,Netherlands,25.79,33.94,516.49,10456.98,11.36,79.56,90.3,78.35
2021-05-05,Netherlands,24.58,74.75,246.34,9057.75,12.66,64.31,86.43,138.38
2021-05-06,Netherlands,23.58,38.25,545.6,9004.97,10.99,81.52,66.22,187.21
2021-05-07,Netherlands,24.18,43.41,282.32,4691.81,17.13,82.59,76.47,76.8
2021-05-08,Netherlands,24.84,81.34,83.37,7526.81,14.61,79.98,91.52,167.66
2021-05-09,Netherlands,24.96,64.87,88.03,6622.56,7.7,86.32,46.55,69.95
2021-05-10,Netherlands,23.27,70.59,164.3,6500.03,16.78,82.1,58.65,174.39
2021-05-11,Netherlands,24.96,50.3,222.84,9648.97,12.57,77.5,91.13,64.53
2021-05-12,Netherlands,26.36,34.67,81.05,10504.66,8.81,65.0,88.13,175.24
2021-05-13,Netherlands,24.53,78.1,169.4,3906.38,11.8,63.92,64.71,197.45
2021-05-14,Netherlands,24.65,61.79,396.43,3222.78,14.77,81.71,94.7,48.93
2021-05-15,Netherlands,25.97,44.56,241.3,2761.58,14.2,74.46,67.78,132.25
2021-05-16,Netherlands,26.53,77.41,337.4,3121.46,10.94,67.05,90.5,183.92
2021-05-17,Netherlands,26.01,32.75,201.66,5439.41,11.43,87.55,64.13,49.51
2021-05-18,Netherlands,24.69,49.33,587.84,3454.4,9.03,84.28,55.54,45.28
2021-05-19,Netherlands,23.81,54.61,143.43,10159.66,16.33,65.64,41.23,109.07
2021-05-20,Netherlands,26.42,72.36,695.41,6173.56,10.01,79.64,64.72,130.16
2021-05-21,Netherlands,24.77,31.72,460.77,6293.49,10.49,88.64,84.72,180.17
2021-05-22,Netherlands,24.22,58.15,489.81,5806.45,17.92,88.42,74.31,120.41
2021-05-23,Netherlands,24.04,59.96,142.46,2186.16,8.73,86.72,90.06,55.26
2021-05-24,Netherlands,25.91,30.03,457.24,5437.13,8.98,85.6,91.08,86.44
2021-05-25,Netherlands,25.82,60.16,738.56,2724.6,12.93,83.53,98.44,158.99
2021-05-26,Netherlands,26.16,63.33,238.0,9670.68,12.85,62.75,47.63,196.17
2021-05-27,Netherlands,26.56,55.29,88.44,3688.38,15.63,81.33,89.94,161.32
2021-05-28,Netherlands,24.92,44.1,568.78,10067.88,11.55,60.79,51.07,73.54
2021-05-29,Netherlands,23.1,40.81,242.09,5779.85,18.08,76.61,74.27,38.11
2021-05-30,Netherlands,24.55,40.72,113.15,2940.1,10.71,73.8,55.04,137.88
2021-05-31,Netherlands,24.85,57.95,186.84,11408.37,10.05,64.33,74.45,43.74
2021-06-01,Netherlands,19.07,75.07,100.73,3491.29,9.93,65.33,58.08,176.83
2021-06-02,Netherlands,19.07,51.87,114.71,2793.54,13.49,65.36,40.72,133.96
2021-06-03,Netherlands,19.07,45.75,399.49,1740.22,11.98,66.38,83.87,91.54
2021-06-04,Netherlands,19.07,57.24,194.93,7710.38,10.58,75.03,84.65,134.07
2021-06-05,Netherlands,19.07,46.62,428.27,1077.15,8.07,89.2,87.98,172.61
2021-06-06,Netherlands,19.07,70.41,223.25,6699.76,15.17,74.91,87.67,178.75
2021-06-07,Netherlands,19.07,32.0,204.81,2190.42,14.44,76.24,50.29,130.97
2021-06-08,Netherlands,19.07,55.23,72.99,2840.11,16.9,67.37,90.55,112.72
2021-06-09,Netherlands,19.07,61.37,239.74,7724.65,11.26,87.0,94.09,115.87
2021-06-10,Netherlands,19.07,66.9,340.96,1572.53,15.29,62.09,90.15,108.66
2021-06-11,Netherlands,19.07,83.97,166.6,5086.82,12.43,65.16,94.0,166.91
2021-06-12,Netherlands,19.07,66.24,119.57,6222.91,11.62,87.8,52.57,53.88
2021-06-13,Netherlands,19.07,55.58,88.95,1088.75,16.63,86.6,85.06,87.22
2021-06-14,Netherlands,19.07,41.02,415.05,4687.35,12.73,64.18,91.11,180.13
2021-06-15,Netherlands,19.07,67.0,224.86,3828.82,16.96,65.77,73.37,92.75
2021-06-16,Netherlands,19.07,65.31,287.67,1928.27,17.45,66.11,84.83,86.99
2021-06-17,Netherlands,19.07,78.58,157.9,4437.8,8.66,86.72,51.69,149.84
2021-06-18,Netherlands,19.07,43.01,115.38,4629.85,16.43,70.85,48.3,135.58
2021-06-19,Netherlands,19.07,56.86,215.23,2626.41,15.77,63.89,41.46,108.31
2021-06-20,Netherlands,19.07,77.52,420.69,4712.35,15.66,68.55,70.93,171.59
2021-06-21,Netherlands,19.07,62.72,82.76,2291.04,9.6,88.68,77.11,146.44
2021-06-22,Netherlands,19.07,38.76,280.85,3494.46,13.63,84.72,60.99,82.14
2021-06-23,Netherlands,19.07,36.79,322.09,7649.58,15.39,74.91,99.4,131.36
2021-06-24,Netherlands,19.07,35.47,434.69,6655.66,10.3,71.16,82.34,32.38
2021-06-25,Netherlands,19.07,47.1,424.99,2215.62,18.13,61.29,65.32,114.65
2021-06-26,Netherlands,19.07,71.48,217.33,6804.66,10.48,69.89,92.0,118.38
2021-06-27,Netherlands,19.07,82.42,138.66,1976.47,13.86,68.5,46.43,99.79
2021-06-28,Netherlands,19.07,39.85,242.01,2856.04,17.96,60.02,49.2,136.75
2021-06-29,Netherlands,19.07,88.53,407.32,5657.71,8.7,89.99,84.86,78.17
2021-06-30,Netherlands,19.07,31.34,251.77,1149.52,10.7,81.91,61.27,50.87
2021-07-01,Netherlands,12.57,38.18,584.19,7470.96,15.28,80.46,61.5,49.57
2021-07-02,Netherlands,12.93,48.61,635.78,11365.19,10.69,71.01,68.92,119.11
2021-07-03,Netherlands,11.61,45.2,337.18,2973.54,9.66,67.04,80.85,155.48
2021-07-04,Netherlands,13.96,38.64,217.24,11124.59,17.1,66.27,76.52,167.86
2021-07-05,Netherlands,12.87,80.68,718.28,9548.4,11.96,70.42,73.57,60.35
2021-07-06,Netherlands,13.68,70.3,650.19,9986.57,8.94,66.19,61.08,192.17
2021-07-07,Netherlands,12.9,70.26,596.92,2440.23,11.05,66.9,64.25,88.93
2021-07-08,Netherlands,11.82,35.84,724.9,7850.77,16.79,71.33,94.42,169.56
2021-07-09,Netherlands,13.23,55.42,289.75,2292.8,18.11,89.89,45.99,108.16
2021-07-10,Netherlands,13.88,62.32,705.18,11005.6,13.82,64.01,91.08,164.1
2021-07-11,Netherlands,11.94,81.93,134.5,9060.72,10.44,68.09,68.61,190.26
2021-07-12,Netherlands,15.03,45.55,214.5,8108.42,16.53,77.11,85.58,111.18
2021-07-13,Netherlands,11.86,44.59,552.89,3616.61,16.16,86.89,76.65,56.76
2021-07-14,Netherlands,12.67,81.86,711.08,3578.34,17.15,69.28,88.19,44.53
2021-07-15,Netherlands,14.42,77.15,236.41,11373.1,14.91,60.14,63.1,97.73
2021-07-16,Netherlands,15.07,72.03,296.49,4750.25,16.35,71.53,99.44,198.11
2021-07-17,Netherlands,13.64,65.94,374.84,8049.79,11.47,88.54,48.33,133.92
2021-07-18,Netherlands,11.93,68.21,273.24,5450.93,8.35,89.1,92.74,179.18
2021-07-19,Netherlands,14.59,62.35,237.31,11516.34,10.93,69.82,62.47,115.29
2021-07-20,Netherlands,13.03,71.59,291.73,11932.29,7.67,67.97,58.15,94.76
2021-07-21,Netherlands,14.61,41.78,542.51,6127.45,16.74,70.85,65.34,198.04
2021-07-22,Netherlands,13.29,86.73,350.21,1627.41,9.49,84.94,81.28,122.8
2021-07-23,Netherlands,11.59,40.34,206.5,7225.98,13.98,82.08,40.74,63.4
2021-07-24,Netherlands,14.56,86.26,92.24,9117.61,18.1,75.59,86.23,134.11
2021-07-25,Netherlands,11.83,30.41,433.34,3656.67,17.85,88.6,89.62,142.6
2021-07-26,Netherlands,13.56,42.21,554.6,7700.9,15.81,79.36,45.34,142.51
2021-07-27,Netherlands,12.97,65.17,666.42,5785.04,14.81,84.57,86.4,91.51
2021-07-28,Netherlands,11.99,76.66,173.14,1767.29,9.95,65.71,68.94,148.73
2021-07-29,Netherlands,13.08,30.68,484.02,11424.38,15.82,70.53,59.8,161.73
2021-07-30,Netherlands,13.73,87.57,253.2,5605.48,12.47,76.61,43.06,49.56
2021-07-31,Netherlands,11.65,55.48,111.92,6788.64,11.87,84.4,71.74,74.43
2021-08-01,Netherlands,9.99,42.77,903.99,3636.35,10.11,71.46,47.19,165.64
2021-08-02,Netherlands,7.4,54.6,822.47,5332.76,9.93,80.01,80.53,165.85
2021-08-03,Netherlands,8.63,39.8,758.06,7053.91,12.97,64.68,62.93,50.98
2021-08-04,Netherlands,6.81,59.03,207.28,10679.01,12.53,86.22,68.22,71.74
2021-08-05,Netherlands,9.44,35.73,236.27,5296.91,17.6,87.27,60.64,143.45
2021-08-06,Netherlands,11.95,80.66,290.08,8911.38,12.16,84.44,73.03,44.77
2021-08-07,Netherlands,9.72,57.48,922.37,14702.14,17.42,67.87,96.19,178.03
2021-08-08,Netherlands,11.8,79.4,905.17,12088.48,8.09,76.17,93.77,139.8
2021-08-09,Netherlands,9.92,40.19,627.47,10549.62,14.74,80.07,98.05,173.38
2021-08-10,Netherlands,11.83,30.74,885.9,7448.14,15.8,81.45,44.95,87.42
2021-08-11,Netherlands,8.69,73.77,883.46,10937.69,14.47,76.15,40.07,87.38
2021-08-12,Netherlands,9.52,37.69,230.88,12072.82,12.29,72.54,61.28,139.45
2021-08-13,Netherlands,7.84,69.32,641.45,9433.81,12.42,65.63,58.96,41.43
2021-08-14,Netherlands,6.47,39.2,795.22,3004.83,17.25,82.69,80.98,55.04
2021-08-15,Netherlands,7.52,83.58,886.32,13276.04,10.72,65.73,83.86,183.8
2021-08-16,Netherlands,11.39,54.73,430.58,13144.19,11.13,79.88,70.0,40.72
2021-08-17,Netherlands,11.84,53.69,393.67,13821.76,9.92,73.59,57.07,35.39
2021-08-18,Netherlands,7.48,31.77,156.55,11503.09,9.88,66.49,66.33,68.68
2021-08-19,Netherlands,9.92,57.98,772.14,13390.87,11.71,63.25,50.61,118.4
2021-08-20,Netherlands,9.01,84.25,424.09,5807.93,8.01,81.27,67.25,154.61
2021-08-21,Netherlands,7.93,52.09,633.13,9157.9,12.29,70.93,70.48,192.7
2021-08-22,Netherlands,10.93,68.43,121.09,7304.42,11.94,84.32,90.44,54.74
2021-08-23,Netherlands,12.07,84.02,411.95,10022.02,12.04,68.47,45.98,56.31
2021-08-24,Netherlands,8.94,79.07,140.88,13078.7,15.09,72.27,73.23,125.45
2021-08-25,Netherlands,8.11,84.87,819.53,9697.35,10.16,88.52,40.2,129.21
2021-08-26,Netherlands,12.03,75.1,252.5,13336.91,14.55,88.29,73.51,42.31
2021-08-27,Netherlands,11.44,67.13,201.49,9465.7,8.44,67.3,98.06,77.33
2021-08-28,Netherlands,7.65,59.54,604.68,14543.39,14.93,69.63,71.49,159.58
2021-08-29,Netherlands,6.66,61.45,709.38,6405.94,10.82,68.93,94.08,163.41
2021-08-30,Netherlands,6.62,87.5,748.93,13228.16,17.18,71.83,87.92,120.2
2021-08-31,Netherlands,10.72,83.26,780.08,12307.42,11.32,65.17,51.56,71.82
2021-09-01,Netherlands,4.23,42.66,825.87,13929.82,11.33,77.34,77.25,98.1
2021-09-02,Netherlands,10.66,35.23,258.33,3786.35,10.59,81.12,72.78,173.04
2021-09-03,Netherlands,4.7,35.76,428.23,7377.22,11.72,85.26,68.79,73.82
2021-09-04,Netherlands,8.87,35.67,455.58,5485.66,14.48,65.9,80.73,174.66
2021-09-05,Netherlands,6.19,49.48,718.66,4323.76,9.51,67.86,63.42,35.76
2021-09-06,Netherlands,9.98,34.38,287.52,11802.67,13.12,64.33,51.47,63.81
2021-09-07,Netherlands,10.29,80.81,487.25,10012.28,13.0,78.07,59.44,147.93
2021-09-08,Netherlands,7.5,80.86,975.82,12861.43,16.47,65.52,99.85,136.92
2021-09-09,Netherlands,10.67,81.77,893.9,4690.31,7.67,88.66,95.19,122.3
2021-09-10,Netherlands,8.38,57.65,932.04,5059.61,12.51,79.59,88.84,98.16
2021-09-11,Netherlands,9.25,76.81,251.56,2000.73,16.68,84.5,81.46,115.82
2021-09-12,Netherlands,4.86,82.68,824.57,4666.87,8.16,89.95,86.28,39.22
2021-09-13,Netherlands,8.76,45.02,566.77,10100.52,17.85,88.05,59.33,58.75
